"000015","M9887R","サンチュール・LVイニシャル 40MM リバーシブル","マロン","アイコニックなLVイニシャルのリバーシブルベルト「サンチュール･LVイニシャル 40MM リバーシブル」。落ち着いたルテニウム仕上げのバックルと、一面にダークブラウン、もう一面にブラックを配したエレガントなカーフレザーのストラップは、ビジネスにもカジュアルにもお使い頂けるアイテムです。","メンズ:アクセサリー:メンズ ベルト"
"000017","R21065","アジェンダ･ビューロー","マロン","オフィス仕様のA5サイズのダイアリー「アジェンダ･ビューロー」。ノートやメモ用紙をエレガントにカバーできます。クレジットカード用ポケットが6つ付き、収納性も抜群。別売りのダイアリーやアドレス帳とセットでお使いいただけます。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000018","R20100","アジェンダ･ビューロー","マロン","オフィス仕様のA5サイズのダイアリー「アジェンダ･ビューロー」。ノートやメモ用紙をエレガントにカバーできます。クレジットカード用ポケットが6つ加わり、更に使い易くなりました。別売のダイアリーやアドレス帳とセットでお使いいただけます。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000021","R20107","アジェンダ GM","マロン","リング式ダイアリーの一番大きなモデル「アジェンダ GM」。複数の内ポケットとクレジットカード用ポケット付きです。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000023","R20106","アジェンダ GM","マロン","リング式ダイアリーの一番大きなモデル「アジェンダ GM」。複数の内ポケットとクレジットカード用ポケット付きです。レフィル類は別売。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000025","R20212","アジェンダ GM","ブラック","リング式ダイアリーの一番大きなモデル「アジェンダ GM」。複数の内ポケットとクレジットカード用ポケット付きです。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000027","R20202","アジェンダ MM","ブラック","エレガントなエピ･レザーのダイアリー「アジェンダ MM」。内ポケット2つとクレジットカード用ポケット6つが付き、機能的です。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000028","R20105","アジェンダ MM","マロン","モノグラム・キャンバスのダイアリー「アジェンダ MM」。内ポケット2つとクレジットカード用ポケット6つが付き、機能的です。レフィル類は別売。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000029","R20240","アジェンダ MM","マロン","ダミエ･キャンバスのダイアリー「アジェンダ MM」。内ポケット2つとクレジットカード用ポケット6つが付き、機能的です。レフィル類は別売。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000036","R20522","アジェンダ･ポッシュ","ブラック","ポケットサイズの機能的なダイアリー「アジェンダ･ポッシュ」。クレジットカード用ポケット付きです。レフィル類は別売。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000037","R20503","アジェンダ･ポッシュ","マロン","ポケットサイズの機能的なダイアリー「アジェンダ･ポッシュ」。クレジットカード用ポケット付きです。レフィル類は別売。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000038","R20703","アジェンダ･ポッシュ","マロン","ポケットサイズの機能的なダイアリー「アジェンダ･ポッシュ」。クレジットカード用ポケット付きです。レフィル類は別売。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000043","R20052","アジェンダ PM","ブラック","コンパクトなダイアリー「アジェンダ PM」。カード用ポケットが付いて機能も充実。アドレス帳や手帳、ノートとしてもお使いいただけます。レフィル類は別売。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000044","R20005","アジェンダ PM","マロン","コンパクトなダイアリー「アジェンダ PM」。カード用ポケットが付いて機能も充実。アドレス帳や手帳、ノートとしてもお使いいただけます。レフィル類は別売。","ライフスタイル:書籍 & ステーショナリー:ペンケース、ノートブック&手帳カバー"
"000045","R20700","アジェンダ PM","マロン","コンパクトな6穴式ダイアリー「アジェンダ PM」。カード用ポケットが付いて機能も充実。アドレス帳や手帳、ノートとしてもお使いいただけます。レフィル類は別売。","ライフスタイル:書籍 & ステーショナリー:ペンケース、ノートブック&手帳カバー"
"000047","R20706","アジェンダ PM","ベージュ","コンパクトな6穴式ダイアリー「アジェンダ PM」。カード用ポケットが付いて機能も充実。アドレス帳や手帳、ノートとしてもお使いいただけます。レフィル類は別売。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000075","J60055","ショルダーストラップ（調整可能、幅1.6cm、エピ用）","ブルー","エピ･レザーのバッグに合わせてお使いいただけるショルダーストラップです。<BR>※バッグ本体に使用されている金具のサイズによって取り付けができない場合がございます。詳しくはクライアントサービス(Tel.0120-00-1854)までお問合せください。","ウィメンズ:バッグ:すべてのウィメンズバッグ"
"000075","J00990","ショルダーストラップ（調整可能、幅1.6cm、エピ用）","レッド","エピ･レザーのバッグに合わせてお使いいただけるショルダーストラップです。<BR>※バッグ本体に使用されている金具のサイズによって取り付けができない場合がございます。詳しくはクライアントサービス(Tel.0120-00-1854)までお問合せください。","ウィメンズ:バッグ:すべてのウィメンズバッグ"
"000106","M47270","ボーリング・ヴァニティ","マロン","化粧道具の持ち運び用にデザインされたソフトタイプのバッグ 「ボーリング・ヴァニティ」。複数のポケットとボトルホルダー付きで機能的です。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000206","M56711","キーポル・バンドリエール 45","マロン","旅行だけでなく、レジャーやビジネスシーンでも活躍する、収納力抜群の「キーポル･バンドリエール 45」はモノグラム･キャンバスにブラックレザーがアクセントになった都会的でファッショナブルなデザイン。取り外し可能なショルダーストラップもついて機能的。","メンズ:パーソナライゼーション:バッグ＆トラベル"
"000207","N41418","キーポル・バンドリエール 45","グレー","ルイ･ヴィトン定番の旅行用バッグ「キーポル・バンドリエール 45」。肩に掛けて快適に持ち運べるレザーストラップ付きです。","メンズ:トラベル:すべてのメンズトラベル製品"
"000208","N41413","キーポル・バンドリエール 55","グレー","シンプル且つ、都会的なデザインが印象的なダミエ・グラフィットの「キーポル・バンドリエール 55」。ルイ・ヴィトンの定番の旅行バッグがマスキュリンなイメージに。取り外し可能なレザーストラップ付きで、肩に掛けても使用可能。","メンズ:トラベル:メンズ トラベルバッグ"
"000209","M56714","キーポル・バンドリエール 55","マロン","ルイ･ヴィトン定番の旅行用バッグ「キーポル･バンドリエール 55」が、マスキュリンなブラックレザートリミングが特徴的な「モノグラム･マカサー」より登場。レザーストラップ付きで機能的。","ウィメンズ:パーソナライゼーション:トラベル"
"000225","M32719","エテュイ･3 モントル","ブラック","腕時計が3本入り、携帯可能なコンパクトサイズのウォッチケースは旅行の必需品。ソフトなクッションが大切な時計を保護します。","メンズ:トラベル:すべてのメンズトラベル製品"
"000236","N47625","Toiletry Pouch","グレー",,"Men:Travel:All Luggage and Accessories"
"000244","N42222","ノエ","ベージュ","1932年の誕生当時のデザインを彷彿させるバッグ「ノエ」。前身となった「ノエ」は、ガストン-ルイ･ヴィトンがあるシャンパン製造業者から、5本のシャンパンボトルを持ち運びできる堅牢でスタイリッシュなバッグを依頼されたことをきっかけに誕生したもの。アイコニックなフォルム、高い収納力、ドローストリングといったオリジナルのディテールを保ちながら、ダミエ･アズール キャンバスで現代風にアップデート。調節可能なレザーストラップで、ショルダーバッグとしてもお楽しみいただけます。","ウィメンズ:バッグ:ウィメンズ ショルダーバッグ、クロスボディバッグ"
"000257","M30502","ポルトフォイユ・ブラザ","ブルー","収納性に優れ、実用的な財布「ポルトフォイユ・ブラザ」。フランス人探検家ピエール・ブラザにちなんで名付けられました。クレジットカード16枚、紙幣、名刺、チケットやレシートなどが収納できます。 小銭入れがありながらもすっきりとしたデザインでスタイリッシュにお持ちいただけます。","メンズ:財布＆小物:メンズ メンズロングウォレット（長財布）"
"000257","M30501","ポルトフォイユ・ブラザ","ブラック","収納性に優れ、実用的な財布「ポルトフォイユ・ブラザ」。フランス人探検家ピエール・ブラザにちなんで名付けられました。クレジットカード16枚、紙幣、名刺、チケットやレシートなどが収納できます。 小銭入れがありながらもすっきりとしたデザインでスタイリッシュにお持ちいただけます。","メンズ:財布＆小物:メンズ メンズロングウォレット（長財布）"
"000287","M30530","ポルトフォイユ・ミュルティプル","ブルー","クレジットカードや紙幣、レシートをコンパクトに持ち歩くのに最適な「ポルトフォイユ･ミュルティプル」。","メンズ:財布＆小物:すべてのメンズ財布＆小物"
"000287","M30531","ポルトフォイユ・ミュルティプル","ブラック","クレジットカードや紙幣、レシートをコンパクトに持ち歩くのに最適な「ポルトフォイユ･ミュルティプル」。ひねりを効かせたブラックとグレーのエレガントな組み合わせが、明るい雰囲気を添えます。","メンズ:財布＆小物:すべてのメンズ財布＆小物"
"000305","N62666","ネオ・ポルト カルト","グレー","ダミエ・グラフィットのシックなカードケース、「ネオ・ポルト カルト」。横入れと縦入れとして、表と裏で違ったカードの収納方式で個性的。薄型で、ジャケットやパンツのポケットにも楽に収納可能。","メンズ:財布＆小物:メンズ キー＆カードケース、パスポートカバー"
"000309","M60166","Neo Porte Cartes","マロン","The Neo Porte Cartes in Monogram Macassar canvas is a sophisticated way to carry essential cards. This striking interpretation of Louis Vuitton’s iconic pattern is enhanced by black leather trimmings.","Men:Wallets and Small Leather Goods:Cardholders and Passport Cases"
"000327","J00276","ショルダーストラップ（調整可能、幅1.6cm、ダミエ用）","マロン","ダミエ･キャンバスのバッグに合わせてお使いいただけるショルダーストラップです。<BR>※バッグ本体に使用されている金具のサイズによって取り付けができない場合がございます。詳しくはクライアントサービス(Tel.0120-00-1854)までお問合せください。","ウィメンズ:バッグ:すべてのウィメンズバッグ"
"000386","N62665","ポルトフォイユ・ブラザ","グレー","男性的でシックな印象の「ポルトフォイユ・ブラザ」がダミエ・グラフィットから登場。収納性に優れ、実用的です。ジャケットのポケットにもスムーズに収まるスリムなデザイン。","メンズ:財布＆小物:メンズ メンズロングウォレット（長財布）"
"000387","M66540","ポルトフォイユ・ブラザ","マロン","収納性に優れ、実用的な財布「ポルトフォイユ・ブラザ」。フランス人探検家ピエール・ブラザにちなんで名付けられました。クレジットカード16枚、紙幣、名刺、チケットやレシートなどが収納できます。 小銭入れがありながらもすっきりとしたデザインでスタイリッシュにお持ちいただけます。","メンズ:財布＆小物:メンズ メンズロングウォレット（長財布）"
"000472","N63076","ジッピー・コイン パース","グレー","コンパクトなデザインでポケット等にも収納可能な「ジッピー・コイン パース」。ファスナー開閉式で大きな間口が特徴的。小さな財布としても代用可能です。","メンズ:財布＆小物:すべてのメンズ財布＆小物"
"000478","M91678","アルマ BB","パープル","1934年に発表されたメゾンのアール･デコ調のバッグの特徴をそのまま受け継ぐ「アルマ BB」。パテントレザーにエンボス加工を施したモノグラム･ヴェルニ レザーで仕立て、LVの刻印入りパドロック、ハンドステッチを施したトロンハンドル、シックなキーベルをあしらいました。あらゆる装いをグラマラスに演出する、ルイ･ヴィトンならではのディテールが光る光沢感のあるバッグです。取外し可能なストラップ付きで、トレンディなクロスボディバッグとしてもお楽しみいただけます。","ウィメンズ:バッグ:ウィメンズ ショルダーバッグ、クロスボディバッグ"
"000511","M53151","アルマ PM","マロン","日常使いにぴったりのタイムレスなアイコンバッグ「アルマ PM」。構築的なフォルムが1934年に発表されたメゾンのアール･デコ調のバッグの特徴をそのままに伝えます。その名はパリのアルマ橋から採られたもの。モノグラム･キャンバスで仕立て、ハンドステッチを施したトロンハンドルやヌメ革のトリミング、ゴールドカラーの金具が光ります。手持ちや腕にかけてエレガントにお使いいただけるアイテムです。","ウィメンズ:バッグ:モノグラム・バッグ"
"000512","N53151","アルマ PM","マロン","日常使いにぴったりのタイムレスなアイコンバッグ「アルマ PM」。構築的なフォルムが1934年にデザインされたメゾンのアール･デコ調のバッグの特徴をそのままに伝えます。その名はパリのアルマ橋から採られたもの。ダミエ･キャンバスで仕立て、ハンドステッチを施したトロンハンドルやヌメ革のトリミング、ゴールドカラーの金具が光ります。手持ちや腕にかけてエレガントにお使いいただけるアイテムです。","ウィメンズ:バッグ:すべてのウィメンズバッグ"
"000513","M40302","アルマ PM","ブラック","日常使いにぴったりのタイムレスなアイコンバッグ「アルマ PM」。構築的なフォルムが1934年にデザインされたメゾンのアール･デコ調のバッグの特徴をそのままに伝えます。深みのあるカラーで染色した質感のあるエピ・レザーで仕立て、ハンドステッチを施したトロンハンドルやシルバーカラーの金具、シグネチャーのキーカバー、すべてのディティールにおいて洗練されたクラフツマンシップが際立ちます。手持ちや腕にかけてエレガントにお使いいただけるアイテムです。","ウィメンズ:バッグ:すべてのウィメンズバッグ"
"000539","M53152","アルマ BB","マロン","1934年に発表されたメゾンのアール･デコ調のバッグの特徴をそのまま受け継ぐ「アルマ BB」。アイコニックなモノグラム･キャンバスにゴールドカラーのパドロックとキー、2本のトロンハンドル、スマートなレザーのキーベルをあしらいました。ルイ･ヴィトンならではのディテールがタイムレスなエレガンスを放ちます。取外し可能なストラップで、クロスボディバッグとしてもお使いいただけるチャーミングなアイテムです。","ウィメンズ:バッグ:ウィメンズ ショルダーバッグ、クロスボディバッグ"
"000570","M42224","ノエ","マロン","1932年の誕生当時のデザインを彷彿させるバッグ「ノエ」。前身となった「ノエ」は、ガストン-ルイ･ヴィトンがあるシャンパン製造業者から、5本のシャンパンボトルを持ち運びできる堅牢でスタイリッシュなバッグを依頼されたことをきっかけに誕生したもの。アイコニックなフォルム、高い収納力、ドローストリングといったオリジナルのディテールを保ちながら、モノグラム・キャンバスで現代風にアップデート。調節可能なレザーストラップで、ショルダーバッグとしてもお楽しみいただけます。","ウィメンズ:バッグ:ウィメンズ ショルダーバッグ、クロスボディバッグ"
"000614","N62663","ポルトフォイユ・ミュルティプル","グレー","ダミエ・グラフィットの札入れ「ポルトフォイユ・ミュルティプル」は、男性には嬉しいクレジットカード用ポケットの豊富なすっきりとしたデザインの薄型の札入れです。ジャケットやパンツのポケットにも収納可能。","メンズ:パーソナライゼーション:財布＆小物"
"000615","M60895","ポルトフォイユ・ミュルティプル","マロン","モノグラム･ラインの札入れ「ポルトフォイユ・ミュルティプル」。クレジットカード、紙幣、レシートなどを収納できます。","メンズ:パーソナライゼーション:財布＆小物"
"000670","M40074","キャリーオール","マロン","モノグラム・キャンバスの多用途のバッグ｢キャリーオール｣は｢キーポル｣のデザインを受け継ぐ旅行用バッグ｡収納力抜群でパドロックを使用して施錠も可能です。抜群の収納力はスポーツや週末の旅行に最適です｡","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000684","M41140","サック・シャス","マロン","狩猟用バッグとしてデザインされた機能的なバッグ「サック･シャス」。レザーハンドルと取り外し可能なショルダーストラップ付きで、快適に持ち運べます。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000688","M41418","キーポル・バンドリエール 45","マロン","ルイ･ヴィトン定番の旅行用バッグ「キーポル・バンドリエール 45」。肩に掛けて快適に持ち運べるレザーストラップ付きです。","ウィメンズ:トラベル:すべてのウィメンズトラベル製品"
"000695","M41416","キーポル・バンドリエール 50","マロン","ルイ･ヴィトン定番の旅行用バッグ「キーポル・バンドリエール 50」。肩に掛けて快適に持ち運べるレザーストラップ付きです。","ウィメンズ:トラベル:すべてのウィメンズトラベル製品"
"000697","M41424","キーポル 55","マロン","ルイ･ヴィトンの伝統を受け継ぐ旅行用バッグ「キーポル 55」。丸みを帯びたレザーハンドルは、持ち心地の良さを追求しています。","ウィメンズ:トラベル:すべてのウィメンズトラベル製品"
"000698","M41414","キーポル・バンドリエール 55","マロン","ルイ･ヴィトン定番の旅行用バッグ「キーポル・バンドリエール 55」。肩に掛けて快適に持ち運べるレザーストラップ付きです。","ウィメンズ:トラベル:すべてのウィメンズトラベル製品"
"000699","N41429","キーポル・バンドリエール 55","ベージュ","ルイ・ヴィトン定番の旅行バッグ「キーポル・バンドリエール 55」がダミエ･ラインの、ダミエ・アズール シリーズから登場。肩に掛けて快適に持ち運べるレザーストラップ付き。丸みを帯びたハンドルで持ち運びも快適です。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000700","N41414","キーポル・バンドリエール 55","マロン","ルイ・ヴィトン定番の旅行バッグ「キーポル・バンドリエール 55」がダミエ･ラインから登場。肩に掛けて快適に持ち運べるレザーストラップ付き。丸みを帯びたハンドルで持ち運びも快適です。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000702","M41412","キーポル・バンドリエール 60","マロン","ルイ･ヴィトン定番の旅行用バッグ「キーポル・バンドリエール 60」。肩に掛けて快適に持ち運べるレザーストラップ付きです。","ウィメンズ:トラベル:すべてのウィメンズトラベル製品"
"000710","M41404","シリウス 55","マロン","「シリウス 55」は、収納性と耐久性に優れた旅行用バッグです。レザーハンドル付きで、快適に持ち運べます。","メンズ:パーソナライゼーション:バッグ＆トラベル"
"000711","M41400","シリウス 70","マロン","「シリウス」で一番大きなモデル「シリウス 70」。収納性と耐久性に優れた旅行用バッグです。レザーハンドル付きで、快適に持ち運べます。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000713","M41126","スティーマー・バッグ","マロン","収納性抜群の旅行バッグ「スティーマー・バッグ」。バッグの底は4つの四角いレザーで補強されています。フラップをしっかり閉じるレザーストラップ付き。","ウィメンズ:パーソナライゼーション:イニシャルホットスタンピング"
"000714","M21228","Alzer 60 ","マロン","From the purest tradition of travel, the famous Alzer suitcase is one of the Louis Vuitton emblems. Spacious and incomparably sturdy, it continues to impress connoisseurs from all around the world.","Women:Travel:Hardsided Luggage"
"000715","M21227","アルゼール 65","マロン","コーナーをゴールドカラーのプレートやレザーで補強した頑丈なトランク「アルゼール 65」。S字型ロックと留め金付きで、持ち運びも安全です。","ウィメンズ:トラベル:ウィメンズ トランク"
"000716","M21226","ALZER 70 ","マロン","From the purest tradition of travel, the famous Alzer suitcase is one of the Louis Vuitton emblems. Spacious and incomparably sturdy, it continues to impress connoisseurs from all around the world.","Women:Travel:Hardsided Luggage"
"000717","M21225","アルゼール 75","マロン","コーナーをゴールドカラーのプレートやレザーで補強した頑丈なトランク「アルゼール 75」。S字型ロックと留め金付きで、持ち運びも安全です。","ウィメンズ:トラベル:ウィメンズ トランク"
"000718","M21222","アルゼール 80","マロン","コーナーをゴールドカラーのプレートやレザーで補強した頑丈なトランク「アルゼール 80」。S字型ロックと留め金付きで、持ち運びも安全です。またこのモデルは他の「アルゼール」に比べ、奥行きが深めです。","ウィメンズ:トラベル:ウィメンズ トランク"
"000720","M21327","BISTEN 55 ","マロン","The Bisten suitcase is an integral part of the Louis Vuitton prestigious heritage. Slender and incomparably sturdy, it continues to impress connoisseurs from all around the world.","Women:Travel:Hardsided Luggage"
"000722","M21325","BISTEN 65 ","マロン","The Bisten suitcase is an integral part of the Louis Vuitton prestigious heritage. Slender and incomparably sturdy, it continues to impress connoisseurs from all around the world.","Women:Travel:Hardsided Luggage"
"000724","M21424","COTTEVILLE 40 ","マロン","Little brother of the Alzer and the Bisten, this hard sided suitcase has an appealing compact form and generous capacity. Its solidity is the trademark of the traditional Louis Vuitton know-how.","Women:Travel:Hardsided Luggage"
"000727","M47530","エテュイ・3 モントル","マロン","腕時計が3本入り、旅行などにも携帯可能なコンパクトサイズのウォッチケースは旅行の必需品。ソフトなクッションが大切な時計を保護します。コロンとしたフォルムとヌメ革のベルトがアクセントに。","ウィメンズ:トラベル:すべてのウィメンズトラベル製品"
"000728","M47641","コフレ 8 モントル","マロン","伝統的なモノグラム・キャンバスで作られた時計ケース「コフレ 8 モントル」。安心してそのままスーツケースに収納でき、他の貴重品も隠せる取り外し可能なトレー付きです。 ","ライフスタイル:注目アイテム:ライフスタイルを彩るコレクション"
"000742","M47515","ポシェット・コスメティック","マロン","コンパクトな化粧用ポーチ「ポシェット・コスメティック」。 ハンドバッグにスマートに収まります。平らなボトムにラップアラウンド式の開閉で、化粧品を簡単に取り出せます。","ウィメンズ:トラベル:すべてのウィメンズトラベル製品"
"000743","N47516","ポシェット・コスメティック","マロン","コンパクトな化粧用ポーチ「ポシェット・コスメティック」。 ハンドバッグにスマートに収まります。平らなボトムとラップアラウンド式の開閉で、化粧品を簡単に取り出せます。","ウィメンズ:トラベル:すべてのウィメンズトラベル製品"
"000745","N60024","ポシェット・コスメティック","ベージュ","コンパクトな化粧用ポーチ「ポシェット・コスメティック」。 ハンドバッグにスマートに収まります。平らなボトムにラップアラウンド式の開閉で、化粧品をスムーズに取り出すことができます。","ウィメンズ:トラベル:すべてのウィメンズトラベル製品"
"000762","M47527","トゥルース・トワレ 25","マロン","新しいデザインとして生まれ変わった「トゥルース・トワレ 25」。ヌメ革のトリミングがポーチ全体に明るい印象を与えます。旅行の時の洗面具入れに最適です。","ウィメンズ:トラベル:すべてのウィメンズトラベル製品"
"000900","N60229","ジッピー・コインパース","ブルー","ダミエ･アズール キャンバスを使用し、フレッシュかつフェミニンに仕上げた「ジッピー･コイン パース」。コインケース以上の機能を備えたアイテムです。ファスナー開閉式で中身を取出しやすく、グレインレザーを使用した内装にはカードや折り畳んだ紙幣を収納できます。バッグやポケットにすっきり収まるコンパクトなサイズは日常使いにぴったり。","ウィメンズ:財布＆小物:すべてのウィメンズ財布＆小物"
"000901","M60067","ジッピー・コイン パース","マロン","モノグラム･キャンバスで仕上げた「ジッピー･コイン パース」。バッグやポケットにすっきり収まるコンパクトなサイズに、必需品をしっかりと収納できる機能性を備えています。ラウンドファスナー開閉式で引き手にはLVの刻印をあしらい、カードや折り畳んだ紙幣、小銭をすぐに取出せるのも魅力です。","ウィメンズ:財布＆小物:すべてのウィメンズ財布＆小物"
"000902","M60152","ジッピー・コイン パース","ブラック","ルイ･ヴィトンを象徴するエピ･レザーで仕上げた「ジッピー･コイン パース」。バッグやポケットにすっきり収まるコンパクトなサイズでありながら、カードや折り畳んだ紙幣、小銭をしっかりと収納できます。ラウンドファスナーの引き手にはLVの刻印をあしらいました。","ウィメンズ:財布＆小物:すべてのウィメンズ財布＆小物"
"000904","N63070","ジッピー・コイン パース","マロン","伝統的なダミエ･キャンバスで仕上げた「ジッピー･コイン パース」。ルイ･ヴィトンならではのアイコニックなアイテムです。名前の由来となっているラウンドファスナーを開くと、カードや折り畳んだ紙幣、小銭をすぐに取出せます。バッグやポケットにすっきり収まる、実用的なサイズです。","ウィメンズ:財布＆小物:すべてのウィメンズ財布＆小物"
"000904","N60213","ジッピー・コイン パース","マロン","伝統的なダミエ･キャンバスで仕上げた「ジッピー･コイン パース」。ルイ･ヴィトンならではのアイコニックなアイテムです。名前の由来となっているラウンドファスナーを開くと、カードや折り畳んだ紙幣、小銭をすぐに取出せます。バッグやポケットにすっきり収まる、実用的なサイズです。","ウィメンズ:財布＆小物:すべてのウィメンズ財布＆小物"
"000905","M90601","ジッピー・コインパース","ゴールド","シックなパテントカーフのモノグラム･ヴェルニ レザーで仕上げた「ジッピー・コインパース」。バッグやポケットにすっきり収まるコンパクトなアイテムです。名前の由来となったラウンドファスナーの引き手にはLVの刻印が光り、内側をカーフレザーのライニングが彩ります。カードや折り畳んだ紙幣、小銭をしっかりと収納できる機能性も魅力です。","ウィメンズ:財布＆小物:すべてのウィメンズ財布＆小物"
"000930","M81065","ポルト カルト・サーンプル","イエロー","エピ･レザーを使用したシックでシンプルな「ポルト カルト･サーンプル」。ポケットにもすっきり収まるデザインで、クレジットカードや駐車券、名刺などを収納可能な3つのスロットを備えています。","ウィメンズ:財布＆小物:ウィメンズカードケース"
"000930","M81058","ポルト カルト・サーンプル","ピンク","エピ･レザーを使用したシックでシンプルな「ポルト カルト･サーンプル」。ポケットにもすっきり収まるデザインで、クレジットカードや駐車券、名刺などを収納可能な3つのスロットを備えています。","ウィメンズ:財布＆小物:ウィメンズカードケース"
